Label,Raw_tweet,Cleaned_Traditional,Cleaned_GPT,Cleaned_GPT+Traditional,Translated_Cleaned_Traditional,Translated_Cleaned_GPT,Translated_Cleaned_GPT+Traditional,Translated_Traditional,Translated_GPT,Translated_GPT+Traditional
fear,[USERNAME] demi apapun w takut ama ntu hewan. trauma pernah digigit dan w abis itu ke rumah sakit gegara keracunan. padahal digigit sama yang kecil masih anaknya gitu tapi buset dah w langsung pusing lemes. jadi ampe sekarang kalau ngeliat ini hewan langsu,demi apa pun saya takut sama itu hewan trauma pernah digigit dan saya habis itu ke rumah sakit gegara keracunan padahal digigit sama yang kecil masih anaknya begitu tetapi buset sudah saya langsung pusing lemas jadi sampai sekarang kalau melihat ini hewan langsung,Demi apapun aku takut akan hewan itu. Trauma pernah digigit dan aku abis itu ke rumah sakit gegara keracunan. Padahal digigit sama yang kecil masih anaknya gitu tapi buset dah aku langsung pusing lemes.,demi apa pun saya takut akan hewan itu trauma pernah digigit dan saya habis itu ke rumah sakit gegara keracunan padahal digigit sama yang kecil masih anaknya begitu tetapi buset sudah saya langsung pusing lemas,"For whatever sake I was afraid of that the trauma was bitten and I finished it to the Poisoned Poisoned Hospital even though it was bitten by the small one, but the son was like that, but I was immediately dizzy until now when I saw this animal directly","For whatever sake I'm afraid of the animal.The trauma was bitten and I was after that to the Poisoned Ggegara Hospital.Even though bit bitten by the small one, still a child, but I was immediately dizzy.","For whatever sake I was afraid that the animal was traumatized by being bitten and I finished it to the Poisoned Ggegara Hospital even though it was bitten by the small one, but the son was like that but I was immediately dizzy","For whatever sake I was afraid of that the trauma was bitten and I finished it to the Poisoned Poisoned Hospital even though it was bitten by the small one, but the son was like that, but I was immediately dizzy until now when I saw this animal directly","For whatever sake I'm afraid of the animal.The trauma was bitten and I was after that to the Poisoned Ggegara Hospital.Even though bit bitten by the small one, still a child, but I was immediately dizzy.","For whatever sake I was afraid that the animal was traumatized by being bitten and I finished it to the Poisoned Ggegara Hospital even though it was bitten by the small one, but the son was like that but I was immediately dizzy"
love,":: meski aku golput.. tp salut [USERNAME] .. ia satu2nya presiden #RakyatIndonesia yg bisa menangis di depan publik... :: memang tak sedikit lawan2 politiknya.. mngcap dia sombong.. :: tapi, nyatanya, ia menangis.. :: :: #SaveNKRI [URL]",meski saya golongan putih tetapi salut ia satu nya presiden rakyatindonesia yang bisa menangis di depan publik memang tidak sedikit lawan politiknya mengecap dia sombong tetapi nyatanya ia menangis savenkri,"Meski aku golput, tapi salut [@USERNAME] ... ia satu-satunya presiden #RakyatIndonesia yang bisa menangis di depan publik... Memang tak sedikit lawan politiknya menilainya sombong... Tapi, nyatanya, ia menangis... #SaveNKRI [URL]",meski saya golongan putih tetapi salut ia satu satu nya presiden rakyatindonesia yang bisa menangis di depan publik memang tidak sedikit lawan politiknya menilainya sombong tetapi nyatanya ia menangis savenkri,"even though I am a white group, but salute him, the one of the people of Indonesia who can cry in public is not a few political opponents tasting him arrogant but in fact he cried Savenkri","Even though I abstentions, but salute [@username] ... he is the only president #rakyatindonesia who can cry in public ... indeed not a few political opponents judge it arrogant ... but, in fact, he cries ... #savenkri[URL]","Even though I am a white group, but he salutes the one of the people of Indonesia who can cry in public, not a few political opponents judge him arrogant but in fact he is crying Savenkri","even though I am a white group, but salute him, the one of the people of Indonesia who can cry in public is not a few political opponents tasting him arrogant but in fact he cried Savenkri","Even though I abstentions, but salute [@username] ... he is the only president #rakyatindonesia who can cry in public ... indeed not a few political opponents judge it arrogant ... but, in fact, he cries ... #savenkri[URL]","Even though I am a white group, but he salutes the one of the people of Indonesia who can cry in public, not a few political opponents judge him arrogant but in fact he is crying Savenkri"
anger,bacot parah galak kalau udah marah jan mau deh dimarahin lex. caca aja kapokgabisa dibohongin kalau ttg cinta tp knpa ttg lainnya lu bege ya susah beud disuruh tidur atau makan my human diary yang kita dkt gatau grgr,banyak bicara parah galak kalau sudah marah jangan ingin deh dimarahi lex caca saja kapok gabisa dibohongin kalau tentang cinta tetapi kenapa tentang lainnya kamu bege iya susah banget disuruh tidur atau makan my manusia diary yang kita dekat tidak tahu gara gara,"Bacotnya parah, galak banget kalau sudah marah. Nggak mau deh dimarahin lagi sama Lex. Caca aja kapok. Nggak bisa dibohongi soal cinta, tapi kenapa soal yang lain kamu bandel banget, ya? Susah banget disuruh tidur atau makan. My human diary, kita dekat tapi nggak tahu kenapa begini",bacotnya parah galak sekali kalau sudah marah tidak ingin deh dimarahi sedang sama lex caca saja kapok tidak bisa dibohongi soal cinta tetapi kenapa soal yang lain kamu bandel banget iya susah sekali disuruh tidur atau makan my manusia diary kita dekat tetapi tidak tahu kenapa begini,lots of fierce talk when you're angry don't want to be scolded by lex caca just giving it up to be lied to if you are about love but why about the other things you are very hard to be told to sleep or eat my man diary that we are close do not know because of,"The bacot is bad, it's really fierce when you're angry.I don't want to be scolded again with Lex.Caca just give up.Can't be fooled about love, but why is the other matter you are so stubborn, huh?It's really hard to be told to sleep or eat.My human diary, we are close but don't know why this","The bacot is very fierce when you're angry don't want to be scolded at the same time Lex Caca just kapok can't be fooled about love but why is the other matter you are very stubborn, yes, it's hard to be told to sleep or eat my human diary but don't know why this is like this",lots of fierce talk when you're angry don't want to be scolded by lex caca just giving it up to be lied to if you are about love but why about the other things you are very hard to be told to sleep or eat my man diary that we are close do not know because of,"The bacot is bad, it's really fierce when you're angry.I don't want to be scolded again with Lex.Caca just give up.Can't be fooled about love, but why is the other matter you are so stubborn, huh?It's really hard to be told to sleep or eat.My human diary, we are close but don't know why this","The bacot is very fierce when you're angry don't want to be scolded at the same time Lex Caca just kapok can't be fooled about love but why is the other matter you are very stubborn, yes, it's hard to be told to sleep or eat my human diary but don't know why this is like this"
fear,"[USERNAME] nyabutnya santae aja pake jari asal jgn kena kuku. beli softlennya yg emg bagus dan jelas. dulu ku pernah beli soflen di tmn cuma yg warna22an gt biasanya item. terus lg gangapa22in ujug22 gatel perih etaunya robek :,( untung cepet22 dikeluari",nyabutnya santae saja pakai jari asal jangan kena kuku beli softlennya yang memang bagus dan jelas dulu aku pernah beli softlense di teman cuma yang warna an begitu biasanya hitam terus sedang gangapa ini ujug gatal perih etaunya robek untung cepat dikeluari,@[USERNAME] nyabutnya santai saja pakai jari asal jangan kena kuku. beli softlens yang memang bagus dan jelas. dulu ku pernah beli softlens di teman cuma yang warna-warni gitu biasanya item. terus lagi gangapain itu ujung-ujungnya gatel perih ketahuan robek :( untung cepat-cepat dikeluarkan,nyabutnya santai saja pakai jari asal jangan kena kuku beli softlens yang memang bagus dan jelas dulu aku pernah beli softlens di teman cuma yang warna warni begitu biasanya hitam terus sedang tidak berbuat apa-apa itu ujung ujungnya gatal perih ketahuan robek untung cepat cepat di keluar kan,"Santae just use a finger as long as you don't get a nail buying the softlen that is good and clear I have ever bought a contact lense at a friend, only the color is so usually black and it is itchy, itchy","@[Username] The nyabut is relaxed using your fingers as long as you don't get a nail.Buy contact lenses that are good and clear.I used to have bought contact lenses at friends only colors that are usually items.then again, the edges are gatel sore sore torn :( profit quickly issued","The nyabut is relaxed using a finger as long as you don't get a nail, buy a contact lens that is good and it's clear that I once bought a contact lens at a friend, only the colorful are usually black and it is not doing anything that is the tip of itching, itchy","Santae just use a finger as long as you don't get a nail buying the softlen that is good and clear I have ever bought a contact lense at a friend, only the color is so usually black and it is itchy, itchy",Error: 'Translator' object has no attribute 'raise_Exception',"The nyabut is relaxed using a finger as long as you don't get a nail, buy a contact lens that is good and it's clear that I once bought a contact lens at a friend, only the colorful are usually black and it is not doing anything that is the tip of itching, itchy"
fear,Hanya mampu retweet bagi peminat cerita seram tengok je lah. Saya penakut. Kalau tengok kat wayang ni dengar suara aku sorang je menjerit walaupun tutup mata,hanya mampu retweet bagi peminat cerita seram tengok je lah saya penakut kalau tengok kat wayang ini dengar suara saya seorang je menjerit walaupun tutup mata,Hanya mampu retweet bagi peminat cerita seram tengok saja. Saya penakut. Kalau tengok di wayang ini dengar suara aku sorang saja menjerit walaupun tutup mata,hanya mampu retweet bagi peminat cerita seram tengok saja saya penakut kalau tengok di wayang ini dengar suara saya seorang saja menjerit walaupun tutup mata,"Only able to retweet for enthusiasts of scary stories, see me, I was timid when I looked at this puppet","Only able to retweet for enthusiasts of scary stories just look.I'm timid.If you look at this puppet, I hear the voice I just scream even though it is closed","Only able to retweet for enthusiasts of scary stories, just look at me if you look at this puppet hearing my voice someone just screamed even though the lid of my eyes","Only able to retweet for enthusiasts of scary stories, see me, I was timid when I looked at this puppet","Only able to retweet for enthusiasts of scary stories just look.I'm timid.If you look at this puppet, I hear the voice I just scream even though it is closed",Error: 'Translator' object has no attribute 'raise_Exception'
love,"Haha, tiap hari juga kamu selalu terpesona dan semakin terpesona sama aku kkk~",tertawa tiap hari juga kamu selalu terpesona dan semakin terpesona sama saya ,"Haha, setiap hari juga kamu selalu terpesona dan semakin terpesona sama aku hehe",tertawa setiap hari juga kamu selalu terpesona dan semakin terpesona sama saya he,Laughing every day you are always fascinated and increasingly fascinated by me,"Haha, every day you are always fascinated and more fascinated by me hehe",Laughing every day you are always fascinated and increasingly fascinated by me he he,Laughing every day you are always fascinated and increasingly fascinated by me,Error: 'Translator' object has no attribute 'raise_Exception',Laughing every day you are always fascinated and increasingly fascinated by me he he
fear,Apa yang akan kamu lakukan jika ada singa masuk ke rumahmu? nyuruh singanya makan kau. biar mati kenak makan singa. uh ngeri ya off anonla m h e h e,apa yang akan kamu lakukan jika ada singa masuk ke rumahmu Suruh singa nya makan kau biar mati kenak makan singa uh negeri iya off anonla sama h e h e,"Apa yang akan kamu lakukan jika ada singa masuk ke rumahmu? Menyuruh singanya makan kamu, biar mati kenak makan singa. Uh, ngeri ya...",apa yang akan kamu lakukan jika ada singa masuk ke rumahmu menyuruh singa nya makan kamu biar mati kenak makan singa uh negeri iya,"what will you do if a lion goes into your house, tell her lion to eat, so you die, you die, eating a lion, yes off anonla and h e h e","What would you do if a lion entered your house?Taking a lion to eat you, so that you die to eat a lion.Uh, horrified ...","What are you going to do if a lion goes into your house tells her lion to eat to die, you die, eat the Lion Uh Negeri, yes","what will you do if a lion goes into your house, tell her lion to eat, so you die, you die, eating a lion, yes off anonla and h e h e","What would you do if a lion entered your house?Taking a lion to eat you, so that you die to eat a lion.Uh, horrified ...","What are you going to do if a lion goes into your house tells her lion to eat to die, you die, eat the Lion Uh Negeri, yes"
love,"Kalo udah sayang beneran itu mau dihadapkan sama cowok yang lebih tajir +++, ganteng +++, pinter +++, serba +++, dll itu pasti bakalan tetep ga mau berpindah",kalau sudah sayang benar itu ingin dihadapkan sama cowok yang lebih kaya ganteng pintar serba dan lain itu pasti akan tetap tidak ingin berpindah,"Kalau sudah sayang benaran itu mau dihadapkan sama cowok yang lebih tajir, ganteng, pinter, serba positif, dan lain-lain itu pasti bakalan tetap tidak mau berpindah",kalau sudah sayang benaran itu ingin dihadapkan sama cowok yang lebih kaya ganteng pintar serba positif dan lain lain itu pasti akan tetap tidak ingin berpindah,"If you already love it, you want to be confronted with a guy who is richer handsome smart and others will definitely not want to move","If you already love it, you want to be confronted with a man who is more rich, handsome, smart, positive, etc. it will still not want to move",Error: 'Translator' object has no attribute 'raise_Exception',Error: 'Translator' object has no attribute 'raise_Exception',"If you already love it, you want to be confronted with a man who is more rich, handsome, smart, positive, etc. it will still not want to move","If you already love it, you want to be confronted with a guy who is richer, handsome, smart, and others, you will definitely not want to move"
fear,"[USERNAME] Lagi main di rumah temen tuh. Pas pipis liat cd udah merah gitu. Langsung izin pulang bilangnya mendadak sakit Pas sampe rumah bilang, ""itu""kakak berdarah mah. Takut. Soalnya emang pas main jatuh. Pas diliat dibilang mens. Hue besoknya pe",sedang main di rumah teman tuh pas kencing lihat cd sudah merah begitu langsung izin pulang katanya mendadak sakit pas sampai rumah bilang itu kakak berdarah mah takut sebab memang pas main jatuh pas dilihat dibilang mens hue besoknya pe,"[USERNAME] Lagi main di rumah temen tuh. Pas pipis, lihat celana dalam udah merah gitu. Langsung izin pulang, bilangnya mendadak sakit. Pas sampai rumah bilang, 'Itu, Kak, berdarah, mah. Takut.' Soalnya emang pas main jatuh. Pas dilihat, dibilang mens. Huh, besoknya pusing.",sedang main di rumah teman tuh pas kencing lihat celana dalam sudah merah begitu langsung izin pulang katanya mendadak sakit pas sampai rumah bilang itu kakak berdarah mah takut sebab memang pas main jatuh pas dilihat dibilang mens apa besoknya pusing,"was playing at a friend's house when urinating seeing the CD was already red so immediately permission to go home, he said he was suddenly sick when I said that it was a bloody brother, because when I played when I was playing it was said","[Username] I'm playing at a friend's house.When peeing, see the underwear is already red.Immediately permission to go home, say it suddenly hurts.When I arrived home, 'that, sis, bleeding, mah.Afraid.'The problem is when playing falling.When seen, said menses.Huh, the next day dizzy.","was playing at a friend's house when urinating saw the underwear was red so immediately permission to go home, he said he was suddenly sick when I said that it was a bloody brother, because when I played when I was playing, I was told to say what the next day was dizzy the next day","was playing at a friend's house when urinating seeing the CD was already red so immediately permission to go home, he said he was suddenly sick when I said that it was a bloody brother, because when I played when I was playing it was said","[Username] I'm playing at a friend's house.When peeing, see the underwear is already red.Immediately permission to go home, say it suddenly hurts.When I arrived home, 'that, sis, bleeding, mah.Afraid.'The problem is when playing falling.When seen, said menses.Huh, the next day dizzy.",Error: 'Translator' object has no attribute 'raise_Exception'
love,SATU LAGI KALIAN DUA AKUN BASE YANG PALING AKU SAYANG. YANG PALING BISA MENGINGATKAN SATU SAMA LAIN. DAN MAKASIH BANYAK BUAT ADMIN2NYAAA ILY ILY ILY I PURPLE YOU! [USERNAME] [USERNAME] [USERNAME],satu sedang kalian dua akun base yang paling saya sayang yang paling bisa mengingatkan satu sama lain dan makasih banyak buat admin ny saya cinta kamu saya cinta kamu saya cinta kamu i purple kamu,SATU LAGI KALIAN DUA AKUN BASE YANG PALING AKU SAYANG. YANG PALING BISA MENGINGATKAN SATU SAMA LAIN. DAN MAKASIH BANYAK BUAT ADMIN-ADMINNYA I LOVE YOU I LOVE YOU I LOVE YOU I PURPLE YOU!,satu sedang kalian dua akun base yang paling saya sayang yang paling bisa mengingatkan satu sama lain dan makasih banyak buat admin adminnya i cinta kamu i cinta kamu i cinta kamu i purple kamu,Error: 'Translator' object has no attribute 'raise_Exception',One more you are the two base accounts that I love the most.The most can remind each other.And thanks a lot for the admins I Love You I Love You I Love You I Purple You!,One of you is the two base accounts that I love the most that can remind each other and thank you very much for the admin Admin I Love You Love You Love You I Purple You Purple,One of you are the two base accounts that I love the most that can remind each other and thank you very much for the admin I love you I love I love you I Purple you you,One more you are the two base accounts that I love the most.The most can remind each other.And thanks a lot for the admins I Love You I Love You I Love You I Purple You!,One of you is the two base accounts that I love the most that can remind each other and thank you very much for the admin Admin I Love You Love You Love You I Purple You Purple
fear,[USERNAME] libur tapi ini tugas dikumpulin senin aq takut kalo tida selesai p.s sekali lagi ngirim foto yoongi yang macem gituan AQ BLOCK p.s.s SAME ENERGY WITH THIS PICT DJKDDJDLDL [URL],libur tetapi ini tugas dikumpulin senin saya takut kalau tidak selesai p si sekali sedang mengirim foto yoongi yang macam begitu saya block p si si sama energy dengan this pict djkddjdldl,"Libur, tapi ini tugas dikumpulin Senin, aku takut kalau nggak selesai. Sekali lagi ngirim foto Yoongi yang macem gituan, AKU BLOKIR. P.S.S. SAME ENERGY WITH THIS PICTURE.",libur tetapi ini tugas dikumpulin senin saya takut kalau tidak selesai sekali sedang mengirim foto yoongi yang macam begituan saya blokir p si si sama energy dengan this foto,"Holidays but this is a task for being collected Monday, I'm afraid that if it is not finished once sending a photo of Yoongi who is like that I block the same energy as this picture DJKDJDLDL",Error: 'Translator' object has no attribute 'raise_Exception',Error: 'Translator' object has no attribute 'raise_Exception',"Holidays but this is a task for being collected Monday, I'm afraid that if it is not finished once sending a photo of Yoongi who is like that I block the same energy as this picture DJKDJDLDL","Holidays, but this is a task to be collected Monday, I'm afraid if it's not finished.Once again sending a photo of Yoongi who is so bad, I blocked.P.S.S.Same energy with this picture.",Error: 'Translator' object has no attribute 'raise_Exception'
anger,"[USERNAME] [USERNAME] bisa juga dengan sepatah awalan di depan kalimat: ""makanya.........."" ""Kan udah gue bilang......."" ""Ngotot sih dikasih tau......"" ""Pala batu sih....."" Et cetera~",bisa juga dengan sepatah awalan di depan kalimat makanya kan sudah saya bilang keras kepala sih dikasih tahu kepala batu sih et cetera,"[USERNAME] [USERNAME] bisa juga dengan sepatah awalan di depan kalimat: ""makanya.........."" ""Kan udah gue bilang......."" ""Ngotot sih dikasih tau......"" ""Pala batu sih....."" Et cetera ~",bisa juga dengan sepatah awalan di depan kalimat makanya kan sudah saya bilang keras kepala sih dikasih tahu kepala batu sih et cetera,It could also be a prefix in front of the sentence so I already told you stubborn,Error: 'Translator' object has no attribute 'raise_Exception',It could also be a prefix in front of the sentence so I already told you stubborn,It could also be a prefix in front of the sentence so I already told you stubborn,"[Username] [Username] can also be a prefix in front of the sentence: ""That's why .........."" ""I already said ......."".. """" Batu nutmeg ..... ""et cetera ~",It could also be a prefix in front of the sentence so I already told you stubborn
sadness,"*Ngbrol masalah gaji* Atasan aing : waktu itu gmna sih ndre detail gajimu? Yg di jelasin pak **** Aing: gatau pak, saya nanyain gaji aja malah di marahin Atasan aing:....... Aing:......... SAVAGE *langsung ada backsound mobile legend",ngbrol masalah gaji atasan saya waktu itu bagaimana sih ndre detail gajimu yang di jelasin pak saya tidak tahu pak saya menanyakan gaji saja bahkan di marahin atasan saya saya savage langsung ada backsound mobile legend,"""Ngebrol masalah gaji. Atasan saya: waktu itu gimana sih ndre detail gajimu? Yang dijelasin pak ****. Saya: gatau pak, saya nanyain gaji aja malah dimarahin. Atasan saya:....... Saya:....... SAVAGE *langsung ada backsound Mobile Legend.""",ngebrol masalah gaji atasan saya waktu itu bagaimana sih ndre detail gajimu yang dijelasin pak saya tidak tahu pak saya menanyakan gaji saja bahkan dimarahi atasan saya saya savage langsung ada backsound mobile legend,Error: 'Translator' object has no attribute 'raise_Exception',"""Salary issues. My boss: at that time, how about Ndre, your salary detailed? What was explained sir ****...... Savage *immediately there is a backsound mobile legend. ""","Horning my boss's salary problem at that time how the hell was Ndre your salary detailed, sir, I didn't know, sir, I asked for a salary, even I was scolded by my boss.","Calling the salary issue of my boss at that time how the hell was Ndre your salary detailed, sir, I did not know, sir, I asked for salary, even in my boss I savage immediately there was a backsound mobile legend","""Salary issues. My boss: at that time, how about Ndre, your salary detailed? What was explained sir ****...... Savage *immediately there is a backsound mobile legend. ""","Horning my boss's salary problem at that time how the hell was Ndre your salary detailed, sir, I didn't know, sir, I asked for a salary, even I was scolded by my boss."
sadness,"Gue pun juga ngatain sesama perempuan, memutus rantai akan julit emang susah owislah~~ ibarate sego uwis dadi bubur~ flying money money",saya pun juga mengutuk sesama perempuan memutus rantai akan iri memang susah owislah ibarat nya sego uwis dadi bubur flying money money,"Aku pun juga mengatakan sesama perempuan, memutus rantai akan julit memang susah. ibarat sego sudah jadi bubur. flying money money",saya pun juga mengatakan sesama perempuan memutus rantai akan iri memang susah ibarat sego sudah jadi bubur flying money money,"I also curse fellow women to break the chain of jealousy, it is indeed difficult to owis like it is always uwis dadi bubur flying money money",Error: 'Translator' object has no attribute 'raise_Exception',"I also said that fellow women broke the chain to be jealous, it was difficult to become a Flying Money Money porridge","I also curse fellow women to break the chain of jealousy, it is indeed difficult to owis like it is always uwis dadi bubur flying money money","I also said fellow women, breaking the chain to Julit is indeed difficult.Like sego has become porridge.Flying Money Money","I also said that fellow women broke the chain to be jealous, it was difficult to become a Flying Money Money porridge"
anger,"Kasus via Vallen, itu juga sering terjadi kok, dari yang gue kenal orang nya sampai gk gue kenal orang nya, sering bertebaran gambar t*t*t di DM gue , messenger, WA lah yg gue lakukan block, block or report akun nya, kelar",kasus via vallen itu juga sering terjadi kok dari yang saya kenal orang nya sampai tidak saya kenal orang nya sering bertebaran gambar t t t di pesan langsung saya messenger saya lah yang saya lakukan block block atau laporan akun nya selesai,"Kasus Via Vallen, itu juga sering terjadi kok, dari yang gua kenal orangnya sampai enggak gua kenal orangnya, sering bertebaran gambar t*t*t di Direct Message gua, messenger, WhatsApp lah yang gua lakukan block, block or report akunnya, kelar",kasus via vallen itu juga sering terjadi kok dari yang saya kenal orangnya sampai tidak saya kenal orangnya sering bertebaran gambar t t t di direct message saya messenger whatsapp lah yang saya lakukan block block atau laporan akunnya selesai,Via Vallen's case also often happens from what I know the people until I don't know the people often scattered images of T t t t t t t t t t T T TIRDLY I MESSENGER MY MY MY MY BLOCK BLOCK or the account report is complete,"Via Vallen's case, it also often happens, from what I know the person to not know the person, often scattered images of T*t*t on my direct message, messenger, whatsapp it is what I do block, block or report account, finished",Via Vallen's case also often happens from what I know the person until I don't know the person often scattered images of T T t t t t t t t t t t t t t t t t t t t t I MESSENGER WHATSAPP is what I do block blocks or the account report is complete,Via Vallen's case also often happens from what I know the people until I don't know the people often scattered images of T t t t t t t t t t T T TIRDLY I MESSENGER MY MY MY MY BLOCK BLOCK or the account report is complete,"Via Vallen's case, it also often happens, from what I know the person to not know the person, often scattered images of T*t*t on my direct message, messenger, whatsapp it is what I do block, block or report account, finished",Via Vallen's case also often happens from what I know the person until I don't know the person often scattered images of T T t t t t t t t t t t t t t t t t t t t t I MESSENGER WHATSAPP is what I do block blocks or the account report is complete
fear,aku takut dngn smua bnda.. ap y bkl trjadi ap y tgh tjadi kat sekeliling aku.. aku takut dngn diri sndiri.. hate this feeling.. just wanna die rn.. fml,saya takut dengan semua benda apa ya bakal terjadi apa ya tengah tjadi kat sekeliling aku saya takut dengan diri sendiri benci this feeling hanya ingin mati rn fml,aku takut dengan semua benda.. apa yang bakal terjadi apa yang tengah berlaku di sekeliling aku.. aku takut dengan diri sendiri.. hate this feeling.. just wanna die right now.. family,saya takut dengan semua benda apa yang bakal terjadi apa yang tengah berlaku di sekeliling aku saya takut dengan diri sendiri benci this feeling hanya ingin mati right now keluarga,I am afraid of all what things will happen what happens to be around me around me I am afraid of myself hate this feeling just want to die RN FML,I'm afraid of all things ... what will happen what is in force around me .. I'm afraid of myself .. hate this feeling .. just wanta die right now .. Family,I am afraid of all what objects will happen what is in force around me I am afraid of myself hate this feeling just want to die right now,I am afraid of all what things will happen what happens to be around me around me I am afraid of myself hate this feeling just want to die RN FML,I'm afraid of all things ... what will happen what is in force around me .. I'm afraid of myself .. hate this feeling .. just wanta die right now .. Family,I am afraid of all what objects will happen what is in force around me I am afraid of myself hate this feeling just want to die right now
anger,"[USERNAME] [USERNAME] [USERNAME] Dan lebihnya speak up itu dikatain lebay, cari sensasi dsb Mereka ga mikir, kalo mau speak up itu butuh keberanian, karna sebenernya pelecehan itu aib tp kalo ga speak up itu orang jg ga bakal jera, ga ngerasa mal",dan lebihnya berbicara up itu di katain berlebihan cari sensasi dan sebagainya mereka tidak pikir kalau ingin berbicara up itu butuh keberanian karena sebenarnya pelecehan itu aib tetapi kalau tidak berbicara up itu orang juga tidak bakal jera tidak merasa mal,"[USERNAME] [USERNAME] [USERNAME] Dan lebihnya speak up itu dikatain lebay, cari sensasi dan lain sebagainya. Mereka tidak mikir, kalau mau speak up itu butuh keberanian, karena sebenarnya pelecehan itu aib tapi kalau tidak speak up itu orang juga tidak bakal jera, tidak merasa mal",dan lebihnya berbicara up itu di katain berlebihan cari sensasi dan lain sebagainya mereka tidak pikir kalau ingin berbicara up itu butuh keberanian karena sebenarnya pelecehan itu aib tetapi kalau tidak berbicara up itu orang juga tidak bakal jera tidak merasa mal,Error: 'Translator' object has no attribute 'raise_Exception',"[Username] [Username] [Username] and more speak ups are said to be overdone, find sensations and so forth.They don't think, if you want speak up it requires courage, because actually harassment is a disgrace but if not speak up, people will not be deterrent, don't feel mall","And more about talking up is excessively looking for sensation and so on, they don't think if they want to talk up it requires courage because actually the harassment is disgrace but if you don't speak up, people will not be deterrent","And more about talking up is excessively looking for sensation and so on they don't think if they want to talk up it requires courage because actually the harassment is disgrace but if you don't speak up, people will not be deterrent","[Username] [Username] [Username] and more speak ups are said to be overdone, find sensations and so forth.They don't think, if you want speak up it requires courage, because actually harassment is a disgrace but if not speak up, people will not be deterrent, don't feel mall","And more about talking up is excessively looking for sensation and so on, they don't think if they want to talk up it requires courage because actually the harassment is disgrace but if you don't speak up, people will not be deterrent"
love,"[USERNAME] HYUNMIN DOOONG!! MEREKA ITU RACUN BANGET KE GUEEE! KAPAL YANG PALING TULUS, KAPAL YANG PALING ROMANTIS BAGI GUE, MOMENT KECIL YANG MEREKA BUAT AJA UDAH BIKIN GONJANG-GANJING BODO AMAT DISINDIR SINDIR KAPAL LAIN WQWQWQ~ GUE SAYANG KAPAL INI T",hyunmin dng mereka itu racun sekali ke gu kapal yang paling tulus kapal yang paling romantis bagi saya momen kecil yang mereka buat saja sudah buat gonjang ganjing bodo sangat disindir sindir kapal lain wqwqwq saya sayang kapal ini t,"HYUNMIN DONG!! MEREKA ITU RACUN BANGET KE GUE! KAPAL YANG PALING TULUS, KAPAL YANG PALING ROMANTIS BAGI GUE, MOMENT KECIL YANG MEREKA BUAT AJA UDAH BIKIN GONJANG-GANJING BODO AMAT DISINDIR-SINDIR KAPAL LAIN WQWQWQ~ GUE SAYANG KAPAL INI T",hyunmin dong mereka itu racun sekali ke saya kapal yang paling tulus kapal yang paling romantis bagi saya momen kecil yang mereka buat saja sudah buat gonjang ganjing bodo sangat disindir sindir kapal lain wqwqwq saya sayang kapal ini t,"Hyunmin D Ng they are very poisonous to the most sincere ship of the ship, the most romantic ship for me the small moment they made has made the bodo ganjang bodo very much insinuated by another ship WQWQWQ I love this ship t",Error: 'Translator' object has no attribute 'raise_Exception',Error: 'Translator' object has no attribute 'raise_Exception',"Hyunmin D Ng they are very poisonous to the most sincere ship of the ship, the most romantic ship for me the small moment they made has made the bodo ganjang bodo very much insinuated by another ship WQWQWQ I love this ship t","Hyunmin please !!They are really poisonous to me!The most sincere ship, the most romantic ship for me, the small moments they made have made the bodo bumps very much insinuated by other ships wqwqwq ~ I love this ship t","Hyunmin, they are very poisonous to me, the most sincere ship, the most romantic ship for me, the small moments they made, have made the bodo bodo too much."
sadness,pusing qlo gini pilih yang mana qlo gini (at pt airmas asri),pusing qlo begini pilih yang mana qlo begini at perseroan terbatas air mas asri,"Pusing sekali begini, pilih yang mana begini. (di PT Airmas Asri)",pusing sekali begini pilih yang mana begini di perseroan terbatas air mas asri,"Dizzy Qlo like this, choose which Qlo is like this at Limited Limited from Air Asri",Error: 'Translator' object has no attribute 'raise_Exception',"Very dizzy like this, choose this one in the Limited Liability Company of Air Asri","Dizzy Qlo like this, choose which Qlo is like this at Limited Limited from Air Asri","Very dizzy like this, choose which one like this.(at PT Airmas Asri)","Very dizzy like this, choose this one in the Limited Liability Company of Air Asri"
happy,"Kalian kerja qeras bagay quda banget yaa buat kambek kali ini T.T Baiklah, besok2 streaming melon ama mv nya lebih semangaaatttzzzsss yaaaaa [USERNAME] :""""""""""""""""))))))",kalian kerja qeras bagay kuda sekali ya buat kembali kali ini t t baik lah besok streaming melon sama mv nya lebih semang yaa,"Kalian kerja keras banget ya buat comeback kali ini. Baiklah, besok streaming Melon ama MV-nya lebih semangat ya! [USERNAME] :""))))))",kalian kerja keras sekali iya buat eback kali ini baik lah besok streaming melon sama mv nya lebih semangat iya,you work qeras bagay horses once to come back this time t is good tomorrow streaming melons with the MV is more unjected,"You really work hard for this comeback.Alright, tomorrow streaming the melon and the MV is more enthusiastic![Username]: ""))))))","you guys work very hard, yes, for ebar this time, it's good tomorrow streaming melons and the MV is more enthusiastic",you work qeras bagay horses once to come back this time t is good tomorrow streaming melons with the MV is more unjected,Error: 'Translator' object has no attribute 'raise_Exception',"you guys work very hard, yes, for ebar this time, it's good tomorrow streaming melons and the MV is more enthusiastic"
